price,Actual Price,area,status,bhk,bathroom,age,location,builder
27,2700000,750,Ready to move,2,2,3,Veppampattu,viswaraj
35,3500000,808,Ready to move,2,2,,Kovur,viswaraj
28,2800000,1375,Under Construction,2,2,,Veppampattu,viswaraj
350,35000000,3300,Ready to move,3,6,,Aminjikarai,Sri Vinayaga Real Estate
65,6500000,1600,Ready to move,2,2,3,Veppampattu,Sri Vinayaga Real Estate
130,13000000,2020,Ready to move,3,2,,Ayapakkam,seller
62,6200000,950,Ready to move,3,2,,Villivakkam,seller
200,20000000,1345,Ready to move,2,1,,Tiruvottiyur,seller
42,4200000,1330,Ready to move,4,2,2,Urapakkam,seller
26,2600000,1205,Under Construction,2,2,,Veppampattu,viswaraj
26,2600000,720,Ready to move,2,2,3,Veppampattu,viswaraj
30,3000000,820,Ready to move,2,2,3,Veppampattu,viswaraj
35,3500000,808,Ready to move,2,2,,Kovur,viswaraj
52.51,5251000,938,Under Construction,2,,0,Ayapakkam,Nagaraj
67.07,6707000,1198,Under Construction,3,,0,Ayapakkam,Nagaraj
22.95,2295000,600,Ready to move,1,2,3,Veppampattu,Karthick
17.9,1790000,601,Ready to move,1,2,3,Veppampattu,Karthick
24,2400000,600,Ready to move,2,2,2,Veppampattu,Karthick
18.25,1825000,600,Ready to move,1,2,3,Veppampattu,Karthick
82,8200000,1450,Ready to move,2,2,,Chromepet,seller
39.5,3950000,930,Ready to move,2,2,,Kattupakkam,seller
18,1800000,500,Under Construction,1,1,,Chengalpattu,seller
39,3900000,800,Under Construction,2,2,,Semmancheri,seller
24,2400000,650,Ready to move,2,2,4,Kattankulathur,Prasanna
25,2500000,650,Ready to move,2,,4,Kattankulathur,Prasanna
28,2800000,750,Under Construction,2,,,Kattankulathur,Prasanna
27.5,2750000,800,Ready to move,2,1,4,Kattankulathur,Prasanna
28.5,2850000,900,Ready to move,1,1,4,Kattankulathur,Prasanna
28,2800000,850,Ready to move,1,1,4,Kattankulathur,Prasanna
25.5,2550000,700,Ready to move,1,1,4,Kattankulathur,Prasanna
54,5400000,950,Under Construction,2,2,,Cholambedu,Prasanna
65,6500000,1100,Under Construction,3,2,,Thirumullaivoyal,Prasanna
28.5,2850000,800,Under Construction,2,,,Kattankulathur,Prasanna
903,90300000,4200,Ready to move,3,,2,Royapettah,Vinay Asrani
636,63600000,2961,Ready to move,3,,2,Royapettah,Vinay Asrani
635,63500000,2958,Ready to move,3,,2,Royapettah,Vinay Asrani
636,63600000,2960,Ready to move,4,,2,Royapettah,Vinay Asrani
635,63500000,2957,Ready to move,4,,2,Royapettah,Vinay Asrani
1397,139700000,6500,Ready to move,5,,2,Royapettah,Vinay Asrani
645,64500000,3000,Ready to move,3,,2,Royapettah,Vinay Asrani
838,83800000,3899,Ready to move,3,,2,Royapettah,Vinay Asrani
674,67400000,3135,Ready to move,3,3,2,Royapettah,Vinay Asrani
114,11400000,600,Ready to move,1,,2,Royapettah,Vinay Asrani
636,63600000,2959,Ready to move,4,,2,Royapettah,Vinay Asrani
832,83200000,3874,Ready to move,3,,2,Royapettah,Vinay Asrani
1397,139700000,6498,Ready to move,5,,2,Royapettah,Vinay Asrani
817,81700000,3800,Ready to move,3,,2,Royapettah,Vinay Asrani
1422,142200000,6617,Ready to move,5,,2,Royapettah,Vinay Asrani
674,67400000,3139,Ready to move,4,,2,Royapettah,Vinay Asrani
481,48100000,2291,Ready to move,3,3,,Alwarpet,Vinay Asrani
417,41700000,1989,Ready to move,3,3,,Alwarpet,Vinay Asrani
903,90300000,4302,Ready to move,4,,,Alwarpet,Vinay Asrani
903,90300000,4302,Ready to move,4,,,Alwarpet,Vinay Asrani
64,6400000,1238,Ready to move,3,,2,Perumbakkam,Pragyansh
240,24000000,1515,Under Construction,3,,0,Egmore,Vinay Asrani
450,45000000,2512,Under Construction,3,,0,Egmore,Vinay Asrani
263,26300000,1662,Under Construction,3,,0,Egmore,Vinay Asrani
329,32900000,1760,Under Construction,3,,0,Egmore,Vinay Asrani
29,2900000,500,Ready to move,1,1,,West Mambalam,seller
90,9000000,1390,Ready to move,3,3,6,Nesapakkam,seller
76.5,7650000,1150,Ready to move,2,2,11,Ramapuram,seller
171,17100000,1495,Ready to move,3,3,5,Thiruvanmiyur,24K Realtors
115,11500000,1008,Ready to move,2,2,5,Thiruvanmiyur,24K Realtors
150,15000000,1750,Ready to move,3,2,2,Korattur,Kaushik associates
25.9,2590000,700,Ready to move,2,2,3,Veppampattu,Karthick
22.8,2280000,600,Ready to move,1,2,3,Veppampattu,Karthick
26.9,2690000,704,Ready to move,2,2,3,Veppampattu,Karthick
37,3700000,1300,Ready to move,2,2,3,Veppampattu,Karthick
35,3500000,1180,Ready to move,2,2,3,Veppampattu,Karthick
275,27500000,4725,Ready to move,5,7,,Madipakkam,seller
29,2900000,982,Under Construction,2,2,,Guduvancheri,seller
42,4200000,738,Ready to move,2,2,,Valasaravakkam,seller
25,2500000,820,Ready to move,2,1,4,Padapai,seller
83.47,8347000,1403,Under Construction,3,,0,Vanagaram,BricksBurg
33.85,3385000,594,Under Construction,1,,0,Vanagaram,BricksBurg
33.51,3351000,588,Under Construction,1,1,0,Vanagaram,BricksBurg
84.9,8490000,1427,Under Construction,3,,0,Vanagaram,BricksBurg
61.64,6164000,1036,Under Construction,2,,0,Vanagaram,BricksBurg
60.33,6033000,1014,Under Construction,2,,0,Vanagaram,BricksBurg
83.41,8341000,1402,Under Construction,3,,0,Vanagaram,BricksBurg
60.27,6027000,1013,Under Construction,2,2,0,Vanagaram,BricksBurg
34.02,3402000,597,Under Construction,1,,0,Vanagaram,BricksBurg
220,22000000,3000,Ready to move,3,3,,Neelankarai,seller
110,11000000,1850,Ready to move,3,3,,Perumbakkam,smartassetsindia
170,17000000,2200,Ready to move,4,3,6,Thoraipakkam OMR,smartassetsindia
164,16400000,2000,Ready to move,4,3,4,Kotivakkam,smartassetsindia
110,11000000,1851,Ready to move,3,3,,Medavakkam,smartassetsindia
110,11000000,1852,Ready to move,3,3,,Perumbakkam,smartassetsindia
165,16500000,2210,Ready to move,4,3,4,Kotivakkam,smartassetsindia
73,7300000,1152,Ready to move,2,2,,Perungudi,smartassetsindia
111,11100000,1852,Ready to move,3,3,,Perumbakkam,smartassetsindia
75,7500000,1152,Ready to move,2,2,,Perungudi,smartassetsindia
55,5500000,820,Ready to move,2,2,,Perungudi,smartassetsindia
115,11500000,1850,Ready to move,3,3,,Perumbakkam,smartassetsindia
49,4900000,1100,Ready to move,2,2,,Guduvancheri,seller
137,13700000,1638,Under Construction,3,3,0,Perungudi,24K Realtors
101,10100000,1188,Under Construction,2,2,0,Perungudi,24K Realtors
51.37,5137000,598,Under Construction,1,1,0,Perungudi,24K Realtors
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
70,7000000,1027,Ready to move,2,2,3,Vadanemmeli,seller
23.25,2325000,611,Ready to move,1,2,3,Kumaran Nagar,Karthick
39.15,3915000,870,Ready to move,2,2,5,Iyyappanthangal,Dinesh
53,5300000,1022,Ready to move,2,2,4,Kotivakkam,24K Realtors
325,32500000,2411,Ready to move,4,4,1,Adyar,24K Realtors
400,40000000,1987,Ready to move,3,3,,T Nagar,seller
400,40000000,1987,Ready to move,3,3,,T Nagar,seller
71.55,7155000,1376,Under Construction,3,3,,Iyyappanthangal,seller
107,10700000,1306,Ready to move,2,2,,Velachery,seller
240,24000000,1484,Ready to move,3,3,4,T Nagar,seller
42,4200000,1100,Ready to move,2,2,,Urapakkam,AKS REALTY SERVICES
90,9000000,1000,Ready to move,3,3,,Ashok Nagar,AKS REALTY SERVICES
245,24500000,1401,Ready to move,3,3,,T Nagar,AKS REALTY SERVICES
138,13800000,1380,Ready to move,3,3,1,Perungudi,Kkk Landmark
120,12000000,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
120,12000000,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
130,13000000,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
125,12500000,1250,Ready to move,3,3,1,Perungudi,Kkk Landmark
104,10400000,1044,Ready to move,2,2,1,Perungudi,Kkk Landmark
106,10600000,1060,Ready to move,2,2,1,Perungudi,Kkk Landmark
106,10600000,1062,Ready to move,2,2,1,Perungudi,Kkk Landmark
137,13700000,1370,Ready to move,3,3,1,Perungudi,Kkk Landmark
126,12600000,1264,Ready to move,3,3,1,Perungudi,Kkk Landmark
106,10600000,1065,Ready to move,2,2,1,Perungudi,Kkk Landmark
106,10600000,1060,Ready to move,2,2,1,Perungudi,Kkk Landmark
137,13700000,1370,Ready to move,3,3,1,Perungudi,Kkk Landmark
130,13000000,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
130,13000000,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
120,12000000,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
104,10400000,1044,Ready to move,2,2,1,Perungudi,Kkk Landmark
120,12000000,1200,Ready to move,3,3,1,Perungudi,Kkk Landmark
138,13800000,1380,Ready to move,3,3,1,Perungudi,Kkk Landmark
126,12600000,1264,Ready to move,3,3,1,Perungudi,Kkk Landmark
125,12500000,1250,Ready to move,3,3,1,Perungudi,Kkk Landmark
125,12500000,1250,Ready to move,3,3,1,Perungudi,Kkk Landmark
137,13700000,1370,Ready to move,3,3,1,Perungudi,Kkk Landmark
138,13800000,1380,Ready to move,3,3,,Perungudi,Kkk Landmark
130,13000000,1308,Ready to move,3,3,1,Perungudi,Kkk Landmark
49,4900000,675,Ready to move,2,,1,Poonamallee,SS Square Property Developers
49,4900000,675,Ready to move,2,,1,Poonamallee,SS Square Property Developers
47,4700000,509,Ready to move,1,1,,Adambakam,Prabha Homes
52.9,5290000,804,Ready to move,2,2,,Kovilambakkam,Prabha Homes
82,8200000,960,Ready to move,2,2,,Adambakam,Prabha Homes
77.8,7780000,890,Ready to move,2,2,,Adambakam,Prabha Homes
70,7000000,950,Ready to move,2,2,,Kolathur,JA Associates
56,5600000,1000,Ready to move,2,2,,Perambur,JA Associates
46.97,4697000,854,Ready to move,2,,1,Keelkattalai,Bala
52.63,5263000,957,Ready to move,2,,1,Keelkattalai,Bala
51.7,5170000,940,Ready to move,2,2,1,Keelkattalai,Bala
48.07,4807000,874,Ready to move,2,,1,Keelkattalai,Bala
47.08,4708000,856,Ready to move,2,,1,Keelkattalai,Bala
53.79,5379000,978,Ready to move,2,,1,Keelkattalai,Bala
54.78,5478000,996,Ready to move,2,,1,Keelkattalai,Bala
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
94.5,9450000,1350,Ready to move,3,3,,Kolapakkam,seller
88,8800000,1482,Ready to move,3,3,3,Vadanemmeli,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
75,7500000,1200,Ready to move,3,2,,Perungudi,seller
94.5,9450000,1350,Ready to move,3,3,,Kolapakkam,seller
88,8800000,1482,Ready to move,3,3,3,Vadanemmeli,seller
150,15000000,1750,Ready to move,2,1,3,Kodungaiyur West,JA Associates
126,12600000,1700,Ready to move,3,2,,Kolathur,JA Associates
108,10800000,1065,Ready to move,2,2,,Porur,seller
108,10800000,1065,Ready to move,2,2,,Porur,seller
40.44,4044000,834,Under Construction,2,2,0,Ambattur,seller
36.36,3636000,627,Ready to move,1,1,,Korattur,Sarashwathi Construction
55.21,5521000,952,Ready to move,2,2,,Korattur,Sarashwathi Construction
64.32,6432000,960,Ready to move,2,2,,Periyar Nagar,Sarashwathi Construction
59.17,5917000,1220,Under Construction,2,2,0,Ambattur,seller
59.17,5917000,1220,Under Construction,2,2,0,Ambattur,seller
37.34,3734000,770,Under Construction,2,2,0,Ambattur,seller
25.99,2599000,703,Ready to move,2,2,3,Veppampattu,Karthick
91.58,9158000,1409,Ready to move,3,,4,Kolathur,Selvakumar
63.89,6389000,983,Ready to move,2,,4,Kolathur,Selvakumar
68.31,6831000,1051,Ready to move,2,,4,Kolathur,Selvakumar
66.36,6636000,1021,Ready to move,2,,4,Kolathur,Selvakumar
64.61,6461000,994,Ready to move,2,,4,Kolathur,Selvakumar
65.65,6565000,1010,Ready to move,2,,4,Kolathur,Selvakumar
82.22,8222000,1265,Ready to move,3,,4,Kolathur,Selvakumar
69.48,6948000,1069,Ready to move,2,,4,Kolathur,Selvakumar
62.59,6259000,963,Ready to move,2,,4,Kolathur,Selvakumar
138,13800000,1340,Under Construction,3,,0,Saidapet,Selvakumar
121,12100000,1175,Under Construction,3,,0,Saidapet,Selvakumar
141,14100000,1375,Under Construction,3,,0,Saidapet,Selvakumar
159,15900000,1550,Under Construction,3,,0,Saidapet,Selvakumar
160,16000000,1555,Under Construction,3,,0,Saidapet,Selvakumar
157,15700000,1525,Under Construction,3,,0,Saidapet,Selvakumar
146,14600000,1425,Under Construction,3,,0,Saidapet,Selvakumar
160,16000000,1560,Under Construction,3,,0,Saidapet,Selvakumar
95.48,9548000,1469,Ready to move,3,,4,Kolathur,Selvakumar
63.96,6396000,984,Ready to move,2,,4,Kolathur,Selvakumar
38,3800000,900,Ready to move,2,2,,Pallikaranai,Sri Vinayaga Real Estate
66.8,6680000,1380,Ready to move,3,,1,Pudupakkam,Right Angle Properties
44.5,4450000,1030,Ready to move,2,,1,Pudupakkam,Right Angle Properties
76,7600000,1460,Ready to move,3,,1,Pudupakkam,Right Angle Properties
103,10300000,1993,Ready to move,3,,1,Pudupakkam,Right Angle Properties
103,10300000,1993,Ready to move,3,,1,Pudupakkam,Right Angle Properties
58.7,5870000,997,Ready to move,2,,1,Pudupakkam,Right Angle Properties
72,7200000,1370,Ready to move,3,,1,Pudupakkam,Right Angle Properties
56,5600000,920,Ready to move,2,2,32,Kodambakkam,seller
500,50000000,3000,Ready to move,4,4,,Shenoy Nagar,seller
83,8300000,645,Under Construction,2,2,,Royapettah,seller
83,8300000,645,Under Construction,2,2,,Royapettah,seller
49.34,4934000,771,Ready to move,2,,1,Moolakadai,Saravan gk
45.37,4537000,709,Ready to move,2,,1,Moolakadai,Saravan gk
100,10000000,1343,Ready to move,2,1,,Virugambakkam,Evrostos Properties
109,10900000,900,Ready to move,2,2,,Alwarpet,AKS REALTY SERVICES
49.47,4947000,853,Ready to move,2,,1,Madhavaram,Saravan gk
49.01,4901000,845,Ready to move,2,,1,Madhavaram,Saravan gk
49.5,4950000,947,Ready to move,2,2,6,Thiruverkadu,seller
38,3800000,625,Under Construction,2,1,,Guindy,seller
38,3800000,625,Under Construction,2,1,,Guindy,seller
38,3800000,625,Under Construction,2,1,,Guindy,seller
38,3800000,625,Under Construction,2,1,,Guindy,seller
38,3800000,625,Under Construction,2,1,,Guindy,seller
38,3800000,625,Under Construction,2,1,,Guindy,seller
19.49,1949000,520,Ready to move,1,2,3,Veppampattu,seller
108,10800000,1065,Ready to move,2,2,,Porur,seller
59.5,5950000,700,Ready to move,2,2,,Padi,Balasubramani
59.5,5950000,700,Ready to move,2,2,,Mogappair East,Balasubramani
59,5900000,759,Ready to move,2,2,6,Nesapakkam,Balasubramani
62.44,6244000,905,Under Construction,2,2,,Nanmangalam,Vishnu Foundation Ltd
1050,105000000,4200,Ready to move,6,6,,T Nagar,Shree sakthivel realestate
60,6000000,1400,Ready to move,3,3,,Perungalathur,seller
112,11200000,1800,Under Construction,3,3,,Ambattur,seller
112,11200000,1800,Under Construction,3,3,,Ambattur,seller
112,11200000,1800,Under Construction,3,3,,Ambattur,seller
39,3900000,750,Ready to move,2,2,3,Elandanur,seller
39,3900000,750,Ready to move,2,2,3,Elandanur,seller
123,12300000,1650,Under Construction,3,3,,Chromepet,Yadhav constructions real estates
49,4900000,600,Ready to move,1,1,,West Mambalam,AKS REALTY SERVICES
78.6,7860000,779,Under Construction,2,2,,Pazavanthangal,Prabha Homes
42,4200000,520,Ready to move,1,1,,Adambakam,Prabha Homes
82,8200000,1000,Ready to move,2,2,,Adambakam,Prabha Homes
75.6,7560000,770,Under Construction,2,2,,Pallavaram,Prabha Homes
75,7500000,925,Ready to move,2,2,,Kolathur,JA Associates
30.5,3050000,620,Ready to move,2,2,,Pammal,SS PROPERTIES
22,2200000,500,Ready to move,1,1,,Pammal,SS PROPERTIES
38.78,3878000,808,Ready to move,2,2,,Pammal,SS PROPERTIES
25.68,2568000,535,Ready to move,1,1,,Pammal,SS PROPERTIES
44.78,4478000,933,Ready to move,3,3,,Pammal,SS PROPERTIES
37.35,3735000,770,Under Construction,2,2,0,Ambattur,seller
40.44,4044000,834,Under Construction,2,2,0,Ambattur,seller
37,3700000,677,Ready to move,2,1,,Perambur,seller
35,3500000,620,Ready to move,1,1,,Pallikaranai,Prop Mart Technologies
113,11300000,1668,Under Construction,3,,0,East Tambaram,Info Rich
79.69,7969000,1172,Under Construction,2,,0,East Tambaram,Info Rich
99.07,9907000,1457,Under Construction,3,,0,East Tambaram,Info Rich
83.09,8309000,1222,Under Construction,2,,0,East Tambaram,Info Rich
105,10500000,1385,Ready to move,3,2,,Nanganallur,Ram
105,10500000,1385,Ready to move,3,3,,Nanganallur,Ram
34.5,3450000,1170,Ready to move,2,2,3,Veppampattu,JD Properties
36,3600000,1300,Ready to move,2,2,3,Veppampattu,JD Properties
32.5,3250000,990,Ready to move,2,2,3,Veppampattu,JD Properties
25,2500000,620,Ready to move,2,2,3,Veppampattu,JD Properties
26.5,2650000,680,Ready to move,2,2,3,Veppampattu,JD Properties
29.5,2950000,850,Ready to move,2,2,3,Veppampattu,JD Properties
22.5,2250000,600,Ready to move,1,2,3,Veppampattu,JD Properties
22.5,2250000,630,Ready to move,2,2,3,Veppampattu,JD Properties
16.5,1650000,550,Ready to move,1,2,3,Veppampattu,JD Properties
99.9,9990000,1350,Ready to move,3,3,,Kolapakkam,seller
398,39800000,2650,Ready to move,5,5,,West Mambalam,seller
30,3000000,780,Ready to move,2,2,,Ayapakkam,seller
107,10700000,1350,Ready to move,3,2,,Kolapakkam,seller
63.62,6362000,823,Under Construction,2,2,,Alandur,seller
63.62,6362000,823,Under Construction,2,2,,Alandur,seller
64.9,6490000,823,Under Construction,2,2,,Alandur,seller
41.52,4152000,865,Under Construction,2,2,,Perumbakkam,Vishnu Foundation Ltd
51.06,5106000,740,Under Construction,2,2,,Madipakkam,Vishnu Foundation Ltd
79,7900000,894,Ready to move,2,2,,Thiruvanmiyur,AKS REALTY SERVICES
49.77,4977000,905,Under Construction,2,,0,Ayapakkam,Mohan
108,10800000,1065,Ready to move,2,2,,Porur,seller
42.19,4219000,870,Under Construction,2,2,0,Ambattur,seller
37.34,3734000,770,Under Construction,2,2,0,Ambattur,seller
49.77,4977000,905,Under Construction,2,,0,Ayapakkam,Mohan
67.65,6765000,1230,Under Construction,3,,0,Ayapakkam,Mohan
41.12,4112000,848,Under Construction,2,2,0,Ambattur,seller
52,5200000,780,Ready to move,2,2,,Kovilambakkam,Prabha Homes
400,40000000,4800,Ready to move,4,3,,Sholinganallur,Propsource Realty Private Limited
26,2600000,800,Ready to move,2,2,3,Thiruporur,Propsource Realty Private Limited
20,2000000,600,Ready to move,2,2,3,Thiruporur,Propsource Realty Private Limited
16.71,1671000,490,Ready to move,1,1,3,Thiruporur,Propsource Realty Private Limited
87.27,8727000,1247,Under Construction,2,2,0,Perungudi,Propsource Realty Private Limited
45,4500000,970,Ready to move,2,2,,Pallikaranai,Propsource Realty Private Limited
71.51,7151000,1069,Under Construction,2,2,,Mogappair,Propsource Realty Private Limited
190,19000000,1500,Ready to move,3,3,2,Anna Nagar,Propsource Realty Private Limited
57.79,5779000,1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
80.37,8037000,1786,Ready to move,3,,1,Medavakkam,Propsource Realty Private Limited
52.38,5238000,1376,Ready to move,2,,1,Medavakkam,Propsource Realty Private Limited
46,4600000,914,Ready to move,2,2,,Kovur,Propsource Realty Private Limited
73,7300000,1400,Under Construction,3,3,0,Kovur,Propsource Realty Private Limited
72,7200000,1500,Ready to move,3,3,5,Poonamallee,Propsource Realty Private Limited
34,3400000,600,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
57.74,5774000,1013,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
54.64,5464000,1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
120,12000000,1723,Under Construction,3,3,0,Perungudi,Propsource Realty Private Limited
125,12500000,1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited
99.9,9990000,1350,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
81.4,8140000,1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
260,26000000,2000,Under Construction,3,3,,Guindy,Propsource Realty Private Limited
35,3500000,620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited
77,7700000,1400,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited
65,6500000,1478,Ready to move,3,3,,Medavakkam,Propsource Realty Private Limited
79.8,7980000,1400,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited
77.51,7751000,1491,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited
34,3400000,748,Ready to move,2,2,,Medavakkam,Propsource Realty Private Limited
65,6500000,1250,Ready to move,3,3,,Perungalathur,Propsource Realty Private Limited
39,3900000,999,Ready to move,2,2,4,Moolacheri,Propsource Realty Private Limited
19.36,1936000,605,Under Construction,1,1,0,Guduvancheri,Propsource Realty Private Limited
210,21000000,1666,Ready to move,2,3,,T Nagar,Propsource Realty Private Limited
80,8000000,1700,Ready to move,3,3,5,Poonamallee,Propsource Realty Private Limited
125,12500000,1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited
99.9,9990000,1350,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
81.4,8140000,1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
118,11800000,1600,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
260,26000000,2000,Under Construction,3,3,,Guindy,Propsource Realty Private Limited
35,3500000,620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited
45.86,4586000,1079,Under Construction,2,2,,Singaperumal Koil,Propsource Realty Private Limited
57.4,5740000,1552,Under Construction,2,,,Thaiyur,Propsource Realty Private Limited
60,6000000,1550,Ready to move,2,2,,Perungalathur,Propsource Realty Private Limited
53.97,5397000,1285,Ready to move,2,,6,Urapakkam,Propsource Realty Private Limited
442,44200000,2601,Under Construction,3,3,0,T Nagar,Propsource Realty Private Limited
64.6,6460000,1700,Under Construction,3,3,,Thaiyur,Propsource Realty Private Limited
60.87,6087000,1068,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
41.58,4158000,990,Ready to move,1,2,6,Urapakkam,Propsource Realty Private Limited
72.63,7263000,1243,Ready to move,1,,,Pallikaranai,Propsource Realty Private Limited
40,4000000,885,Under Construction,1,,,Kolapakkam,Propsource Realty Private Limited
36,3600000,800,Under Construction,1,2,0,Padappai,Propsource Realty Private Limited
34,3400000,956,Ready to move,1,2,,Guduvancheri,Propsource Realty Private Limited
58.38,5838000,965,Under Construction,1,2,,Madipakkam,Propsource Realty Private Limited
109,10900000,1708,Under Construction,3,3,0,Sholinganallur,Propsource Realty Private Limited
54.64,5464000,1051,Under Construction,2,2,0,Vanagaram,Propsource Realty Private Limited
70.65,7065000,1359,Under Construction,3,2,0,Vanagaram,Propsource Realty Private Limited
125,12500000,1765,Ready to move,3,3,,Navallur,Propsource Realty Private Limited
74.47,7447000,1655,Ready to move,3,3,4,Siruseri,Propsource Realty Private Limited
82.86,8286000,1247,Under Construction,2,2,0,Perungudi,Propsource Realty Private Limited
85.45,8545000,1554,Under Construction,3,3,0,Vanagaram,Propsource Realty Private Limited
81.4,8140000,1122,Under Construction,2,2,0,Pallavaram,Propsource Realty Private Limited
118,11800000,1600,Under Construction,3,3,0,Pallavaram,Propsource Realty Private Limited
35,3500000,620,Ready to move,1,1,,Pallikaranai,Propsource Realty Private Limited
45.86,4586000,1079,Under Construction,2,2,,Singaperumal Koil,Propsource Realty Private Limited
